,Outlet Code,F_2022,M_2022,R_2022,F_2023,M_2023,R_2023,F_2024,M_2024,R_2024,F,M,R,F_Label,M_Label,R_Label
465,72000504,8.0,6687.1,908.0,5.0,1874.92,495.0,2.0,552.0,112.0,-4.5,-3729.01,-589.5,1,1,1
466,72000505,4.0,1117.1,833.0,3.0,386.40000000000003,476.0,6.0,1104.0,166.0,2.5,352.25,-488.5,0,0,1
467,72000516,12.0,3356.43,903.0,7.0,2539.2,495.0,1.0,265.37,96.0,-8.5,-2682.4449999999997,-603.0,1,1,1
468,72000523,30.0,9668.8,911.0,13.0,4394.75,546.0,8.0,2853.12,160.0,-13.5,-4178.655,-568.5,1,1,1
469,72000535,43.0,72032.5,911.0,37.0,44669.810000000005,541.0,8.0,4246.95,146.0,-32.0,-54104.205,-580.0,1,1,1
470,72000546,21.0,27920.45,911.0,14.0,13903.13,538.0,4.0,2695.67,166.0,-13.5,-18216.120000000003,-558.5,1,1,1
471,72000547,18.0,20854.42,890.0,14.0,12704.35,546.0,8.0,3860.95,168.0,-8.0,-12918.434999999998,-550.0,1,1,1
472,72000555,25.0,16179.1,911.0,25.0,10391.66,540.0,6.0,1710.65,171.0,-19.0,-11574.730000000001,-554.5,1,1,1
473,72000618,26.0,14298.19,905.0,22.0,19940.66,527.0,5.0,21178.71,166.0,-19.0,4059.285,-550.0,1,0,1
474,72000672,22.0,13160.300000000001,909.0,13.0,7262.5599999999995,530.0,5.0,3220.43,158.0,-12.5,-6991.0,-561.5,1,1,1
475,72000695,11.0,8611.33,912.0,24.0,20280.98,529.0,24.0,7302.9,164.0,6.5,-7143.254999999999,-556.5,0,1,1
476,72000700,30.0,29721.08,912.0,14.0,23365.62,535.0,5.0,18668.940000000002,155.0,-17.0,-7874.409999999996,-568.5,1,1,1
477,72000742,49.0,32437.2,904.0,42.0,29413.5,543.0,15.0,3935.81,149.0,-30.5,-26989.539999999997,-574.5,1,1,1
478,72000743,56.0,48068.99,912.0,47.0,59876.44,547.0,18.0,15432.75,174.0,-33.5,-38539.965,-555.5,1,1,1
479,72000778,23.0,10425.12,911.0,24.0,11102.48,541.0,5.0,596.57,142.0,-18.5,-10167.23,-584.0,1,1,1
480,72000792,26.0,18023.09,898.0,16.0,16538.29,527.0,9.0,10042.31,166.0,-12.0,-7238.380000000003,-546.5,1,1,1
481,72000847,30.0,15086.72,912.0,13.0,10770.1,539.0,6.0,4025.24,178.0,-15.5,-8903.17,-547.5,1,1,1
482,72000850,97.0,106469.53,912.0,58.0,90947.34,543.0,19.0,22116.219999999998,144.0,-58.5,-76592.215,-583.5,1,1,1
483,72000852,52.0,25315.87,911.0,33.0,26683.94,543.0,17.0,11835.18,170.0,-25.5,-14164.724999999999,-557.0,1,1,1
484,72000857,44.0,28093.64,912.0,49.0,35489.729999999996,541.0,10.0,18717.57,174.0,-36.5,-13074.114999999998,-552.5,1,1,1
485,72000928,31.0,54125.83,912.0,27.0,83397.61,521.0,16.0,50947.56,166.0,-13.0,-17814.160000000003,-550.5,1,1,1
486,72000935,31.0,47474.9,902.0,36.0,97367.25,542.0,14.0,24708.18,166.0,-19.5,-47712.895,-556.0,1,1,1
487,72000955,20.0,16351.42,903.0,14.0,9642.91,542.0,10.0,8351.21,163.0,-7.0,-4645.955000000002,-559.5,1,1,1
488,72000996,16.0,13398.89,887.0,8.0,11424.46,536.0,5.0,7186.35,133.0,-7.0,-5225.324999999999,-578.5,1,1,1
489,72000997,30.0,24499.53,910.0,10.0,12177.07,531.0,11.0,11536.09,125.0,-9.0,-6802.209999999999,-595.5,1,1,1
490,72001028,14.0,3481.52,883.0,4.0,1443.69,446.0,2.0,1602.87,159.0,-7.0,-859.7350000000001,-505.5,1,1,1
491,72001062,25.0,15731.19,902.0,14.0,7746.32,542.0,9.0,6582.799999999999,153.0,-10.5,-5155.955000000002,-569.0,1,1,1
492,72001068,29.0,40738.07,892.0,13.0,21530.559999999998,542.0,17.0,10367.61,166.0,-4.0,-20766.704999999998,-551.0,1,1,1
493,72001093,16.0,6567.9,888.0,6.0,4715.32,516.0,4.0,4256.61,116.0,-7.0,-1385.0,-586.0,1,1,1
494,72001094,19.0,11967.73,883.0,32.0,14953.75,541.0,14.0,6135.48,172.0,-11.5,-7325.26,-540.0,1,1,1
495,72001100,29.0,13581.52,893.0,22.0,16479.19,547.0,14.0,2115.89,168.0,-11.5,-12914.465,-552.0,1,1,1
496,72001153,17.0,8638.6,896.0,8.0,5726.25,515.0,5.0,1884.57,181.0,-7.5,-5297.8550000000005,-524.5,1,1,1
497,72001155,15.0,14439.24,892.0,8.0,5828.62,524.0,4.0,1957.04,153.0,-7.5,-8176.89,-555.0,1,1,1
498,72001193,14.0,15842.61,892.0,11.0,8601.35,544.0,4.0,2186.87,163.0,-8.5,-10035.11,-555.0,1,1,1
499,72001194,10.0,11901.869999999999,875.0,12.0,10464.18,497.0,3.0,1380.0,130.0,-8.0,-9803.025,-556.0,1,1,1
500,72001218,38.0,68180.51,912.0,41.0,50811.35,535.0,11.0,2631.0,173.0,-28.5,-56864.92999999999,-550.5,1,1,1
501,72001252,24.0,40632.5,910.0,17.0,38627.82,490.0,19.0,82001.95000000001,174.0,-1.5,42371.79000000001,-526.0,1,0,1
502,72001379,34.0,19516.88,912.0,22.0,18641.57,537.0,8.0,14924.7,167.0,-20.0,-4154.524999999998,-557.5,1,1,1
503,72001380,40.0,95690.7,906.0,24.0,32420.850000000002,541.0,17.0,6499.799999999999,174.0,-15.0,-57555.975000000006,-549.5,1,1,1
504,72001404,17.0,27941.34,907.0,4.0,5754.98,480.0,6.0,755.45,181.0,-4.5,-16092.71,-512.5,1,1,1
505,72001419,14.0,12554.699999999999,852.0,4.0,110.4,402.0,2.0,552.0,147.0,-7.0,-5780.549999999999,-480.0,1,1,1
506,72001439,10.0,8462.82,889.0,8.0,11449.57,531.0,10.0,4104.8,166.0,1.0,-5851.3949999999995,-544.0,0,1,1
507,72001467,14.0,29855.4,906.0,12.0,19794.38,545.0,22.0,-32.0,166.0,9.0,-24856.89,-559.5,0,1,1
508,72001485,13.0,25949.120000000003,909.0,9.0,14976.06,493.0,27.0,4306.32,179.0,16.0,-16156.27,-522.0,0,1,1
509,72001510,34.0,88294.12,910.0,27.0,39885.58,537.0,24.0,6147.82,180.0,-6.5,-57942.03,-543.5,1,1,1
510,72001556,13.0,27304.2,902.0,11.0,20481.83,541.0,12.0,1846.87,166.0,0.0,-22046.145,-555.5,0,1,1
511,72001580,10.0,23755.6,900.0,10.0,11656.25,458.0,28.0,1770.75,180.0,18.0,-15935.175,-499.0,0,1,1
512,72001686,16.0,29871.73,896.0,13.0,26168.43,540.0,6.0,4861.74,133.0,-8.5,-23158.340000000004,-585.0,1,1,1
513,72001752,13.0,5858.9,830.0,13.0,7271.5,515.0,4.0,2144.24,157.0,-9.0,-4420.96,-515.5,1,1,1
514,72001893,24.0,29608.0,902.0,14.0,20232.87,528.0,5.0,5748.74,153.0,-14.0,-19171.695,-562.0,1,1,1
515,72001894,10.0,18131.77,887.0,5.0,8629.96,490.0,7.0,11792.09,165.0,-0.5,-1588.7749999999996,-523.5,1,1,1
516,72001898,12.0,17059.73,912.0,15.0,23549.5,494.0,11.0,14759.22,161.0,-2.5,-5545.394999999999,-542.0,1,1,1
517,72001904,30.0,60140.61,911.0,35.0,57135.020000000004,546.0,27.0,27778.41,180.0,-5.5,-30859.405000000002,-548.5,1,1,1
518,72001912,12.0,10011.82,909.0,9.0,6966.43,497.0,1.0,1326.87,96.0,-9.5,-7162.255,-607.0,1,1,1
519,72001916,16.0,24142.82,912.0,8.0,16814.75,520.0,8.0,9516.61,166.0,-4.0,-10962.175,-550.0,1,1,1
520,72001962,13.0,23194.8,912.0,8.0,18271.2,497.0,2.0,2629.74,166.0,-8.5,-18103.260000000002,-538.5,1,1,1
521,72002084,16.0,3883.2,909.0,11.0,2081.66,507.0,2.0,403.37,110.0,-11.5,-2579.06,-598.0,1,1,1
522,72002142,25.0,6707.8,900.0,11.0,2509.25,541.0,12.0,1852.74,164.0,-6.0,-2755.785,-556.5,1,1,1
523,72002175,25.0,5068.5,905.0,15.0,3174.0,516.0,5.0,944.75,174.0,-15.0,-3176.5,-536.5,1,1,1
524,72002193,17.0,3071.2,908.0,9.0,1783.37,377.0,3.0,1061.49,105.0,-10.0,-1365.7949999999998,-537.5,1,1,1
525,72002194,26.0,8680.0,910.0,16.0,8308.52,339.0,14.0,7509.34,180.0,-7.0,-984.9200000000001,-444.5,1,1,1
526,72002200,21.0,27503.0,909.0,12.0,8120.75,444.0,11.0,4575.11,173.0,-5.5,-13236.765,-503.5,1,1,1
527,72002253,35.0,51178.37,912.0,31.0,38883.72,543.0,23.0,23924.120000000003,174.0,-10.0,-21106.924999999996,-553.5,1,1,1
528,72002264,36.0,6641.8,912.0,37.0,8462.01,541.0,7.0,1308.8600000000001,173.0,-29.5,-6243.045,-553.5,1,1,1
529,72002275,15.0,34512.0,907.0,7.0,6328.01,523.0,7.0,11273.220000000001,157.0,-4.0,-9146.785,-558.0,1,1,1
530,72002277,26.0,50706.0,903.0,10.0,9587.74,370.0,22.0,5878.26,165.0,4.0,-24268.61,-471.5,0,1,1
531,72002278,12.0,20092.34,885.0,10.0,8627.08,474.0,4.0,0.0,154.0,-7.0,-14359.71,-525.5,1,1,1
532,72002288,10.0,2519.2,884.0,8.0,2070.0,521.0,4.0,541.38,157.0,-5.0,-1753.2199999999998,-545.5,1,1,1
533,72002391,18.0,10089.94,910.0,12.0,22162.8,541.0,3.0,5514.24,154.0,-12.0,-10612.13,-571.5,1,1,1
534,72002410,20.0,18200.7,904.0,8.0,4206.57,511.0,3.0,811.44,98.0,-11.0,-10392.195,-609.5,1,1,1
535,72002411,8.0,1018.7,858.0,4.0,822.69,486.0,4.0,699.37,139.0,-2.0,-221.32500000000005,-533.0,1,1,1
536,72002412,11.0,6495.35,905.0,7.0,2839.2599999999998,495.0,6.0,1097.44,154.0,-3.0,-3569.8650000000002,-546.0,1,1,1
537,72002438,12.0,6589.55,909.0,12.0,3853.37,460.0,2.0,530.74,100.0,-10.0,-4690.72,-584.5,1,1,1
538,72002478,17.0,17636.5,893.0,10.0,12788.32,530.0,4.0,2690.0,150.0,-9.5,-12522.41,-561.5,1,1,1
539,72002592,23.0,10269.92,912.0,13.0,6921.4400000000005,530.0,5.0,2420.24,147.0,-13.0,-6175.4400000000005,-574.0,1,1,1
540,72002610,9.0,5362.0,889.0,11.0,3432.5,532.0,10.0,3345.36,153.0,0.0,-1051.8899999999999,-557.5,0,1,1
541,72002616,82.0,32397.8,910.0,62.0,44926.06,547.0,17.0,7279.389999999999,171.0,-55.0,-31382.54,-557.5,1,1,1
542,72002623,30.0,6265.01,903.0,28.0,6256.63,535.0,15.0,3306.46,174.0,-14.0,-2954.3599999999997,-545.0,1,1,1
543,72002641,19.0,22214.7,909.0,8.0,8915.69,545.0,7.0,5202.61,174.0,-6.5,-10362.585,-553.0,1,1,1
544,72002684,14.0,2070.4,896.0,12.0,8167.48,536.0,28.0,2646.9,181.0,15.0,-2472.0399999999995,-535.0,0,1,1
545,73000169,4.0,1999.7,866.0,3.0,7890.5,530.0,4.0,3693.24,115.0,0.5,-1251.8600000000006,-583.0,0,1,1
546,73000171,19.0,14257.5,908.0,13.0,14411.869999999999,511.0,10.0,8864.74,173.0,-6.0,-5469.945,-536.5,1,1,1
547,73000253,10.0,8561.0,896.0,4.0,3864.0,538.0,5.0,1552.69,157.0,-2.0,-4659.8099999999995,-560.0,1,1,1
548,73000276,6.0,5954.0,846.0,13.0,35463.6,539.0,10.0,17113.61,166.0,0.5,-3595.1899999999987,-526.5,0,1,1
549,73000277,5.0,13775.0,838.0,8.0,16058.59,544.0,7.0,7233.6,171.0,0.5,-7683.195,-520.0,0,1,1
550,73000340,14.0,52175.729999999996,909.0,23.0,72479.48,544.0,31.0,24108.6,180.0,12.5,-38219.005,-546.5,0,1,1
551,73000367,7.0,3864.0,776.0,22.0,28342.99,537.0,2.0,493.95,165.0,-12.5,-15609.545,-491.5,1,1,1
552,73000394,33.0,34105.13,899.0,37.0,49135.08,539.0,15.0,16675.55,179.0,-20.0,-24944.554999999997,-540.0,1,1,1
553,73000397,11.0,10276.44,900.0,11.0,15313.3,542.0,3.0,544.0,165.0,-8.0,-12250.869999999999,-556.0,1,1,1
554,73000441,1.0,1380.0,611.0,9.0,9238.07,522.0,9.0,7076.61,126.0,4.0,1767.5749999999998,-440.5,0,0,1
555,73000442,14.0,92920.0,910.0,14.0,30965.5,536.0,13.0,25813.949999999997,179.0,-1.0,-36128.8,-544.0,1,1,1
556,73000486,6.0,10078.0,906.0,8.0,18742.5,531.0,10.0,7601.15,179.0,3.0,-6809.1,-539.5,0,1,1
557,73000579,9.0,7921.62,893.0,12.0,18972.28,530.0,12.0,7243.8099999999995,179.0,1.5,-6203.139999999999,-532.5,0,1,1
558,73000591,16.0,21142.2,908.0,15.0,12645.48,508.0,4.0,2877.49,165.0,-11.5,-14016.35,-543.0,1,1,1
559,73000593,12.0,18873.0,910.0,9.0,17760.48,530.0,5.0,1420.0,166.0,-5.5,-16896.739999999998,-554.0,1,1,1
560,73000606,9.0,30169.5,880.0,17.0,29924.97,539.0,6.0,7268.73,139.0,-7.0,-22778.505,-570.5,1,1,1
561,73000608,4.0,4416.0,798.0,13.0,14365.7,543.0,5.0,4706.99,112.0,-3.5,-4683.860000000001,-558.5,1,1,1
562,73000677,4.0,1798.7,870.0,15.0,21324.28,541.0,6.0,4719.5,171.0,-3.5,-6841.99,-534.5,1,1,1
563,73000764,32.0,66249.83,903.0,32.0,36495.85,533.0,36.0,12349.1,181.0,4.0,-39023.74,-537.0,0,1,1
564,73000803,22.0,12570.8,892.0,19.0,13566.19,530.0,18.0,5902.23,179.0,-2.5,-7166.264999999999,-532.0,1,1,1
565,73000806,19.0,11235.06,901.0,8.0,1778.8600000000001,547.0,1.0,265.37,100.0,-12.5,-6241.59,-624.0,1,1,1
566,73000824,10.0,5234.0,816.0,9.0,5959.01,545.0,11.0,6216.68,166.0,1.5,620.1750000000002,-514.5,0,0,1
567,73000825,16.0,7379.5,899.0,12.0,6231.08,545.0,2.0,1178.0,166.0,-12.0,-5627.29,-556.0,1,1,1
568,73000855,26.0,33485.5,893.0,16.0,17662.65,545.0,11.0,19432.76,178.0,-10.0,-6141.315000000002,-541.0,1,1,1
569,73000936,13.0,13118.5,887.0,12.0,11730.0,531.0,3.0,1656.0,181.0,-9.5,-10768.25,-528.0,1,1,1
570,73000942,6.0,7121.0,850.0,8.0,9649.37,532.0,1.0,55.2,67.0,-6.0,-8329.985,-624.0,1,1,1
571,73000944,9.0,13399.0,899.0,9.0,10640.77,522.0,5.0,3312.0,158.0,-4.0,-8707.885,-552.5,1,1,1
572,73000948,26.0,15797.119999999999,893.0,23.0,13978.74,535.0,12.0,7587.51,159.0,-12.5,-7300.42,-555.0,1,1,1
573,73000982,19.0,7588.05,912.0,14.0,4416.0,533.0,3.0,1740.87,173.0,-13.5,-4261.155,-549.5,1,1,1
574,73000993,14.0,23628.6,902.0,13.0,19818.87,541.0,8.0,5497.74,167.0,-5.5,-16225.995,-554.5,1,1,1
575,73001015,39.0,19338.0,912.0,25.0,15158.75,534.0,16.0,7482.37,172.0,-16.0,-9766.005000000001,-551.0,1,1,1
576,73001027,28.0,21706.5,909.0,18.0,12112.12,530.0,4.0,4926.74,181.0,-19.0,-11982.570000000002,-538.5,1,1,1
577,73001099,22.0,18833.46,904.0,15.0,12872.94,542.0,11.0,4521.86,172.0,-7.5,-11331.34,-551.0,1,1,1
578,73001110,21.0,14079.6,911.0,30.0,34791.39,540.0,13.0,4333.06,170.0,-12.5,-20102.434999999998,-555.5,1,1,1
579,73001130,20.0,20833.12,912.0,33.0,59466.87,532.0,25.0,7672.6,170.0,-1.5,-32477.395000000004,-552.0,1,1,1
580,73001138,22.0,51557.020000000004,898.0,13.0,19695.43,534.0,15.0,3959.39,167.0,-2.5,-31666.835000000006,-549.0,1,1,1
581,73001139,18.0,21398.43,899.0,16.0,21691.22,540.0,17.0,4261.74,167.0,0.0,-17283.085,-552.5,0,1,1
582,73001177,7.0,9161.0,882.0,4.0,3723.83,544.0,2.0,265.38,96.0,-3.5,-6177.035,-617.0,1,1,1
583,73001203,20.0,24925.5,910.0,10.0,15610.79,370.0,14.0,22002.31,170.0,-1.0,1734.1650000000009,-470.0,1,0,1
584,73001204,21.0,35316.46,895.0,38.0,81055.14,546.0,12.0,17150.44,167.0,-17.5,-41035.36,-553.5,1,1,1
585,73001206,42.0,83611.14,892.0,38.0,82217.3,542.0,13.0,6943.5199999999995,167.0,-27.0,-75970.7,-550.0,1,1,1
586,73001248,12.0,17042.55,901.0,5.0,5732.76,544.0,3.0,1194.19,96.0,-5.5,-10193.464999999998,-626.5,1,1,1
587,73001264,5.0,7597.8,909.0,1.0,132.69,186.0,2.0,1459.56,98.0,-1.0,-2405.685,-449.5,1,1,1
588,73001423,29.0,35217.090000000004,908.0,24.0,33392.200000000004,546.0,20.0,12969.93,172.0,-6.5,-21334.715000000004,-555.0,1,1,1
589,73001439,12.0,40850.0,903.0,26.0,45511.46,531.0,12.0,10112.09,170.0,-7.0,-33068.64,-547.0,1,1,1
590,73001444,10.0,3611.32,885.0,12.0,13400.61,543.0,3.0,-24.0,167.0,-8.0,-8529.965,-547.0,1,1,1
591,73001450,26.0,119160.32,912.0,27.0,75422.78,509.0,9.0,2897.7400000000002,167.0,-17.5,-94393.81,-543.5,1,1,1
592,73001455,51.0,87721.55,910.0,32.0,58410.93,538.0,14.0,19104.18,171.0,-27.5,-53962.060000000005,-553.0,1,1,1
593,73001463,13.0,13537.0,899.0,6.0,5870.71,459.0,7.0,-23.999999999999886,167.0,-2.5,-9727.855,-512.0,1,1,1
594,73001506,22.0,54800.0,889.0,19.0,49311.490000000005,537.0,18.0,55012.39,171.0,-2.5,2956.644999999997,-542.0,1,0,1
595,73001538,22.0,39011.46,897.0,28.0,25493.47,528.0,26.0,535.9999999999999,166.0,1.0,-31716.465,-546.5,0,1,1
596,73001551,5.0,6436.0,912.0,2.0,690.0,315.0,1.0,265.37,40.0,-2.5,-3297.63,-573.5,1,1,1
597,73001563,12.0,16029.96,895.0,17.0,16790.75,536.0,26.0,3701.19,179.0,11.5,-12709.164999999999,-536.5,0,1,1
598,73001566,17.0,35288.46,897.0,10.0,11193.68,531.0,26.0,6377.88,166.0,12.5,-16863.19,-548.0,0,1,1
599,73001581,27.0,38327.0,908.0,25.0,30429.78,543.0,27.0,14004.53,181.0,1.0,-20373.86,-544.5,0,1,1
600,73001611,17.0,32443.64,906.0,18.0,27020.35,537.0,31.0,1783.45,179.0,13.5,-27948.545,-542.5,0,1,1
601,73001617,15.0,27375.44,907.0,11.0,13317.4,535.0,5.0,2122.99,87.0,-8.0,-18223.43,-634.0,1,1,1
602,73001623,3.0,2060.02,826.0,9.0,5084.0599999999995,515.0,10.0,1776.0,138.0,4.0,-1796.04,-532.5,0,1,1
603,73001657,35.0,47899.06,899.0,25.0,16400.37,529.0,24.0,11626.380000000001,166.0,-6.0,-20523.334999999995,-548.0,1,1,1
604,73001659,6.0,7721.32,876.0,4.0,4077.28,509.0,5.0,0.0,118.0,0.0,-5899.3,-574.5,0,1,1
605,73001663,11.0,14188.6,843.0,21.0,23432.18,537.0,18.0,11893.829999999998,166.0,2.0,-6916.560000000001,-524.0,0,1,1
606,73001682,21.0,24740.46,911.0,25.0,21874.12,535.0,8.0,1775.6699999999998,166.0,-15.0,-21531.620000000003,-557.0,1,1,1
607,73001707,15.0,34622.0,888.0,10.0,13028.84,481.0,19.0,5717.08,166.0,6.5,-18108.339999999997,-518.5,0,1,1
608,73001731,14.0,6459.82,910.0,17.0,13405.22,537.0,3.0,-25.599999999999994,166.0,-12.5,-9958.12,-557.5,1,1,1
609,73001747,14.0,15606.82,882.0,17.0,15527.24,535.0,19.0,7495.48,166.0,3.5,-8071.549999999999,-542.5,0,1,1
610,73001782,7.0,2308.14,903.0,18.0,18572.97,520.0,4.0,2781.04,166.0,-8.5,-7659.515,-545.5,1,1,1
611,73001809,24.0,31146.0,900.0,13.0,11109.32,496.0,2.0,1318.87,166.0,-16.5,-19808.79,-532.0,1,1,1
612,73002015,23.0,13580.35,912.0,11.0,3993.27,504.0,6.0,928.8,101.0,-11.0,-7858.009999999999,-607.0,1,1,1
613,73002032,12.0,6019.5,893.0,9.0,3860.38,534.0,9.0,1133.6000000000001,174.0,-1.5,-3806.34,-539.5,1,1,1
614,73002061,1.0,32.5,716.0,1.0,276.0,316.0,4.0,530.76,96.0,3.0,376.51,-420.0,0,0,1
615,73002070,7.0,6247.82,885.0,4.0,4565.610000000001,490.0,10.0,123.89000000000004,172.0,4.5,-5282.825,-515.5,0,1,1
616,73002078,13.0,9243.73,909.0,1.0,1326.87,192.0,2.0,398.06,96.0,-5.0,-4887.239999999999,-454.5,1,1,1
617,73002140,22.0,26053.1,902.0,30.0,103383.50999999998,528.0,9.0,4987.48,170.0,-17.0,-59730.825,-545.0,1,1,1
618,73002189,28.0,45946.42,912.0,13.0,16996.84,530.0,12.0,8518.779999999999,167.0,-8.5,-22952.85,-554.0,1,1,1
619,73002281,22.0,27500.2,897.0,19.0,18768.0,531.0,8.0,5690.1900000000005,167.0,-12.5,-17443.909999999996,-547.0,1,1,1
620,73002287,11.0,12097.55,911.0,12.0,14273.34,546.0,12.0,4579.58,167.0,0.5,-8605.865,-561.5,0,1,1
621,73002298,22.0,27670.83,912.0,10.0,15901.74,543.0,2.0,2653.74,102.0,-14.0,-19132.545,-625.5,1,1,1
622,73002353,18.0,22288.32,909.0,15.0,14411.31,534.0,25.0,10050.24,166.0,8.5,-8299.574999999999,-555.5,0,1,1
623,73002369,7.0,6713.139999999999,865.0,42.0,56542.05,543.0,41.0,11947.529999999999,180.0,16.5,-19680.065000000002,-524.0,0,1,1
624,73002385,6.0,3504.0,899.0,1.0,1019.32,508.0,2.0,160.29,155.0,-1.5,-2101.37,-548.5,1,1,1
625,73002399,24.0,34152.96,898.0,20.0,31411.1,530.0,24.0,1818.3,166.0,2.0,-30963.73,-548.0,0,1,1
626,73002410,8.0,14501.82,882.0,27.0,26799.48,534.0,18.0,-32.0,166.0,0.5,-20682.65,-542.0,0,1,1
627,73002418,36.0,49630.82,909.0,27.0,28394.79,535.0,21.0,4224.389999999999,179.0,-10.5,-34788.415,-543.0,1,1,1
628,73002556,33.0,51268.14,912.0,47.0,47420.37,544.0,36.0,11582.9,181.0,-4.0,-37761.355,-547.0,1,1,1
629,73002627,10.0,19245.0,887.0,8.0,17667.11,539.0,3.0,6740.61,152.0,-6.0,-11715.445,-561.0,1,1,1
630,73002629,15.0,36354.69,896.0,13.0,35022.81,530.0,15.0,19703.96,173.0,1.0,-15984.79,-540.0,0,1,1
631,73002646,19.0,15346.97,910.0,25.0,31805.09,538.0,19.0,13558.68,170.0,-3.0,-10017.349999999999,-554.0,1,1,1
632,73002652,14.0,46895.0,893.0,16.0,31775.66,545.0,11.0,14132.65,167.0,-4.0,-25202.68,-552.0,1,1,1
633,73002666,12.0,35660.87,903.0,14.0,23950.83,545.0,14.0,0.0,163.0,1.0,-29805.850000000002,-561.0,0,1,1
634,73002700,21.0,47096.82,910.0,23.0,31868.65,545.0,22.0,5249.04,166.0,0.0,-34233.695,-561.5,0,1,1
635,73002704,34.0,10783.9,911.0,15.0,6541.9400000000005,543.0,8.0,1088.06,172.0,-16.5,-7574.860000000001,-555.0,1,1,1
636,73002705,18.0,10780.0,912.0,12.0,5552.46,531.0,9.0,1444.57,163.0,-6.0,-6721.66,-558.5,1,1,1
637,73002754,9.0,2739.4,903.0,5.0,1794.0,528.0,3.0,425.65999999999997,125.0,-4.0,-1841.04,-590.5,1,1,1
638,73002755,13.0,7250.21,896.0,3.0,1843.04,542.0,2.0,162.29,95.0,-6.0,-4384.335,-624.0,1,1,1
639,73002835,12.0,8558.73,892.0,11.0,10484.38,534.0,3.0,3502.99,158.0,-8.5,-6018.5650000000005,-555.0,1,1,1
640,73002846,5.0,5746.0,824.0,21.0,32181.81,528.0,7.0,5336.61,165.0,-6.0,-13627.294999999998,-511.0,1,1,1
641,73002849,23.0,29434.8,912.0,20.0,20000.92,530.0,20.0,5048.5199999999995,179.0,-1.5,-19669.34,-542.0,1,1,1
642,73002865,19.0,11820.5,901.0,22.0,11753.32,546.0,8.0,4976.3099999999995,180.0,-12.5,-6810.6,-543.5,1,1,1
643,73002871,22.0,26934.3,903.0,31.0,31853.190000000002,545.0,6.0,4321.43,174.0,-20.5,-25072.315000000002,-550.0,1,1,1
644,73002897,8.0,15315.0,892.0,4.0,5466.87,350.0,3.0,2706.87,165.0,-3.0,-7684.065,-456.0,1,1,1
645,73002926,5.0,6775.0,901.0,4.0,2760.19,466.0,2.0,796.12,97.0,-2.5,-3971.4750000000004,-586.5,1,1,1
646,73003009,9.0,8812.02,908.0,6.0,4004.0699999999997,466.0,7.0,6138.429999999999,154.0,-0.5,-269.6150000000007,-533.0,1,1,1
647,73003207,8.0,4170.2,889.0,9.0,3163.38,528.0,10.0,1264.29,157.0,1.5,-2402.5,-551.5,0,1,1
648,73003211,17.0,14090.77,912.0,8.0,4609.01,484.0,12.0,2363.5699999999997,166.0,-0.5,-6986.32,-532.0,1,1,1
649,73003260,16.0,25543.0,882.0,14.0,26172.739999999998,398.0,7.0,7952.58,180.0,-8.0,-17905.29,-460.0,1,1,1
650,73003261,11.0,27229.0,910.0,14.0,34240.67,405.0,6.0,8173.74,165.0,-6.5,-22561.095,-492.5,1,1,1
651,73003287,24.0,29093.14,875.0,31.0,44900.81,543.0,15.0,3801.16,166.0,-12.5,-33195.815,-543.0,1,1,1
652,73003331,24.0,10019.0,898.0,16.0,7161.29,490.0,4.0,3582.54,79.0,-16.0,-5007.6050000000005,-615.0,1,1,1
653,73003332,8.0,2880.5,889.0,6.0,2975.19,483.0,3.0,1358.75,153.0,-4.0,-1569.0950000000003,-533.0,1,1,1
654,73003337,8.0,4366.0,906.0,9.0,9330.869999999999,530.0,5.0,3179.87,167.0,-3.5,-3668.5649999999996,-551.0,1,1,1
655,73003343,12.0,14197.32,888.0,9.0,10860.41,540.0,7.0,3498.54,116.0,-3.5,-9030.325,-598.0,1,1,1
656,73003452,14.0,10323.32,895.0,11.0,8697.45,517.0,11.0,1144.37,166.0,-1.5,-8366.015,-540.0,1,1,1
657,73003704,10.0,11949.32,912.0,5.0,4884.030000000001,543.0,5.0,530.75,96.0,-2.5,-7885.924999999999,-631.5,1,1,1
658,73003907,17.0,6910.1,896.0,7.0,12364.99,537.0,7.0,5232.39,156.0,-5.0,-4405.155,-560.5,1,1,1
659,73003937,27.0,38626.82,911.0,11.0,15112.27,528.0,11.0,4017.3700000000003,167.0,-8.0,-22852.175,-552.5,1,1,1
660,73004670,39.0,109987.92,912.0,19.0,44804.86,531.0,10.0,27793.5,166.0,-19.0,-49602.89,-555.5,1,1,1
661,73004909,5.0,5290.64,894.0,37.0,33175.19,545.0,25.0,2198.3999999999996,166.0,4.0,-17034.515,-553.5,0,1,1
662,73005772,9.0,12583.28,817.0,8.0,19233.49,517.0,14.0,15544.279999999999,167.0,5.5,-364.1050000000032,-500.0,0,1,1
663,73006233,14.0,30905.37,912.0,27.0,59628.62,478.0,20.0,1790.8700000000006,170.0,-0.5,-43476.125,-525.0,1,1,1
664,73006242,19.0,27134.82,908.0,23.0,25952.340000000004,531.0,11.0,0.0,117.0,-10.0,-26543.58,-602.5,1,1,1
665,73006322,5.0,3204.15,825.0,4.0,7090.99,286.0,1.0,0.0,165.0,-3.5,-5147.57,-390.5,1,1,1
