,Outlet Code,F_2022,M_2022,R_2022,F_2023,M_2023,R_2023,F_2024,M_2024,R_2024,F,M,R,F_Label,M_Label,R_Label
0,71000106,26.0,105537.5,909.0,28.0,60843.450000000004,516.0,29.0,17479.2,166.0,2.0,-65711.27500000001,-546.5,0,1,1
1,71000426,47.0,295874.7,910.0,21.0,102987.23999999999,530.0,14.0,38988.79,173.0,-20.0,-160442.18,-547.0,1,1,1
2,71000432,135.0,925575.48,910.0,19.0,281925.53,489.0,6.0,59320.310000000005,173.0,-71.0,-544430.195,-526.5,1,1,1
3,71000650,17.0,62912.0,902.0,14.0,14777.56,522.0,1.0,0.0,94.0,-14.5,-38844.78,-618.0,1,1,1
4,71000680,42.0,349918.56,909.0,43.0,465475.3799999997,474.0,7.0,2112.4,166.0,-35.5,-405584.56999999983,-525.5,1,1,1
5,71000764,8.0,276353.1,839.0,2.0,2666.0,335.0,1.0,0.0,153.0,-4.0,-139509.55,-434.0,1,1,1
6,71000829,8.0,214880.0,892.0,1.0,3349.98,234.0,4.0,10722.08,167.0,-0.5,-98392.91,-396.0,1,1,1
7,71000909,16.0,62844.81,910.0,5.0,5386.71,495.0,4.0,680.82,129.0,-6.5,-33434.94,-573.5,1,1,1
8,71000928,8.0,4499.7,899.0,5.0,3204.77,423.0,5.0,1318.87,180.0,-1.5,-2533.365,-481.0,1,1,1
9,71000952,3.0,56219.32,769.0,6.0,12003.619999999999,487.0,10.0,4088.25,179.0,5.5,-30023.22,-449.0,0,1,1
10,71001196,7.0,27345.52,891.0,2.0,3001.8599999999997,206.0,3.0,1634.75,105.0,-1.5,-13538.94,-443.5,1,1,1
11,71001214,50.0,148902.35,910.0,37.0,79007.82,536.0,5.0,488.0,166.0,-38.5,-113467.085,-557.0,1,1,1
12,71001464,1.0,5420.0,811.0,3.0,3819.8599999999997,229.0,7.0,280.0,167.0,5.0,-4339.93,-353.0,0,1,1
13,71001465,12.0,12858.67,885.0,10.0,13302.55,536.0,10.0,1651.6000000000001,167.0,-1.0,-11429.01,-543.5,1,1,1
14,71001592,16.0,73157.0,889.0,22.0,38592.39,500.0,4.0,-48.0,173.0,-15.0,-55922.695,-521.5,1,1,1
15,71001668,27.0,49872.770000000004,902.0,14.0,24665.02,510.0,11.0,13329.900000000001,166.0,-9.5,-23938.995000000003,-540.0,1,1,1
16,71001669,43.0,64715.3,896.0,37.0,36098.3,528.0,15.0,10263.990000000002,166.0,-25.0,-40142.81,-546.0,1,1,1
17,71001746,23.0,48477.2,873.0,13.0,26127.579999999998,530.0,6.0,1104.0,105.0,-12.0,-36198.39,-596.5,1,1,1
18,71001861,7.0,12696.0,745.0,13.0,21411.72,473.0,1.0,0.0,173.0,-9.0,-17053.86,-436.0,1,1,1
19,71001874,17.0,47045.46,755.0,10.0,57567.51,464.0,52.0,55046.659999999996,178.0,38.5,2740.1749999999956,-431.5,0,0,1
20,71001876,1.0,1380.0,716.0,2.0,1714.9899999999998,205.0,2.0,0.0,95.0,0.5,-1547.495,-365.5,0,1,1
21,71001880,11.0,14671.92,772.0,16.0,18253.52,538.0,52.0,20810.400000000005,164.0,38.5,4347.680000000004,-491.0,0,0,1
22,71001933,24.0,152863.48,909.0,36.0,187677.56999999998,490.0,55.0,97503.51000000001,181.0,25.0,-72767.01499999998,-518.5,0,1,1
23,71001989,6.0,8399.69,814.0,6.0,6343.43,517.0,1.0,530.75,40.0,-5.0,-6840.81,-625.5,1,1,1
24,71001999,5.0,2251.3199999999997,790.0,15.0,18556.82,490.0,2.0,0.0,105.0,-8.0,-10404.07,-535.0,1,1,1
25,71002000,5.0,6210.0,698.0,9.0,7220.67,494.0,1.0,265.37,103.0,-6.0,-6449.965,-493.0,1,1,1
26,71002003,6.0,16255.8,894.0,8.0,6835.870000000001,425.0,2.0,-16.0,166.0,-5.0,-11561.835,-493.5,1,1,1
27,71002047,5.0,5838.8,896.0,4.0,4137.57,500.0,3.0,796.11,80.0,-1.5,-4192.075,-618.0,1,1,1
28,71002053,14.0,82803.8,896.0,4.0,2763.05,335.0,15.0,0.0,151.0,6.0,-42783.425,-464.5,0,1,1
29,71002094,26.0,64361.24,912.0,16.0,20510.100000000002,490.0,2.0,283.15,167.0,-19.0,-42152.52,-534.0,1,1,1
30,71002124,23.0,80325.8,906.0,20.0,38032.89,546.0,1.0,0.0,137.0,-20.5,-59179.345,-589.0,1,1,1
31,71002143,13.0,21682.22,903.0,14.0,20082.37,480.0,13.0,10154.24,167.0,-0.5,-10728.054999999998,-524.5,1,1,1
32,71002188,12.0,29023.82,912.0,15.0,22352.0,504.0,7.0,-24.0,167.0,-6.5,-25711.91,-541.0,1,1,1
33,71002208,11.0,10155.3,872.0,10.0,3604.48,545.0,6.0,1407.6100000000001,137.0,-4.5,-5472.279999999999,-571.5,1,1,1
34,71002220,9.0,19697.32,859.0,12.0,21053.11,473.0,19.0,3737.8,168.0,8.5,-16637.415,-498.0,0,1,1
35,71002252,4.0,3212.0,866.0,16.0,20289.260000000002,494.0,3.0,-16.0,173.0,-7.0,-11766.630000000001,-507.0,1,1,1
36,71002299,7.0,1895.5,879.0,3.0,1814.37,542.0,1.0,29.6,33.0,-4.0,-1825.335,-677.5,1,1,1
37,71002359,8.0,8604.630000000001,875.0,2.0,2054.32,539.0,1.0,265.37,34.0,-4.0,-5064.1050000000005,-673.0,1,1,1
38,71002407,48.0,36534.56,901.0,34.0,23247.010000000002,541.0,1.0,-11.2,166.0,-40.0,-29901.985,-555.0,1,1,1
39,71002449,1.0,2710.0,884.0,3.0,4176.37,326.0,1.0,413.37,103.0,-1.0,-3029.815,-502.0,1,1,1
40,71002504,5.0,5096.6,612.0,8.0,13126.650000000001,535.0,1.0,1480.0,105.0,-5.5,-7631.625,-468.5,1,1,1
41,71002660,12.0,8868.89,908.0,17.0,27224.41,534.0,5.0,1064.0,167.0,-9.5,-16982.65,-554.0,1,1,1
42,71002704,1.0,5420.0,900.0,6.0,15925.130000000001,429.0,5.0,-56.0,167.0,1.5,-10728.565,-497.5,0,1,1
43,71002735,19.0,16938.81,908.0,36.0,92204.03,542.0,37.0,18768.95,179.0,9.5,-35802.47,-546.0,0,1,1
44,71003043,2.0,1856.96,885.0,4.0,4933.6900000000005,545.0,2.0,552.0,150.0,-1.0,-2843.3250000000003,-565.0,1,1,1
45,71003065,7.0,63349.32,908.0,2.0,1599.6000000000001,334.0,2.0,1361.65,111.0,-2.5,-31112.809999999998,-510.0,1,1,1
46,71003145,1.0,426.55,795.0,2.0,4206.24,466.0,5.0,4309.74,110.0,3.5,1993.3449999999998,-520.5,0,0,1
47,71003569,10.0,6176.6900000000005,875.0,21.0,76803.06999999999,479.0,23.0,25085.85,180.0,7.5,-16404.03,-497.0,0,1,1
48,71003743,2.0,10840.0,895.0,4.0,27242.4,227.0,4.0,26377.4,167.0,1.0,7336.200000000001,-394.0,0,0,1
49,71003925,25.0,12639.46,908.0,32.0,29767.7,546.0,20.0,6269.37,180.0,-8.5,-14934.210000000003,-547.0,1,1,1
50,71003946,15.0,30699.09,911.0,10.0,15026.41,501.0,28.0,2148.0,167.0,15.5,-20714.75,-539.0,0,1,1
51,71003949,9.0,5928.5,882.0,9.0,7449.6900000000005,501.0,6.0,2757.5,149.0,-3.0,-3931.5950000000003,-542.5,1,1,1
52,71004105,39.0,56590.270000000004,909.0,14.0,35295.48,513.0,23.0,10345.9,167.0,-3.5,-35596.975,-544.0,1,1,1
53,71004114,9.0,7360.06,907.0,3.0,2132.71,472.0,12.0,551.9999999999999,171.0,6.0,-4194.385,-518.5,0,1,1
54,71004119,5.0,1450.06,899.0,19.0,14458.49,531.0,13.0,494.28999999999996,167.0,1.0,-7459.985,-548.0,0,1,1
55,71004121,9.0,5261.37,908.0,13.0,14127.27,542.0,13.0,7.200000000000024,172.0,2.0,-9687.119999999999,-553.0,0,1,1
56,71004123,13.0,11018.52,907.0,17.0,26977.63,524.0,34.0,10911.5,167.0,19.0,-8086.575000000001,-548.5,0,1,1
57,71004124,3.0,3136.55,907.0,18.0,31891.980000000003,541.0,9.0,-6.399999999999977,167.0,-1.5,-17520.665000000005,-557.0,1,1,1
58,71004152,14.0,36010.51,901.0,9.0,14317.36,524.0,13.0,670.0000000000001,181.0,1.5,-24493.935,-531.5,0,1,1
59,71004153,25.0,14187.85,910.0,13.0,12300.32,541.0,23.0,5228.8,171.0,4.0,-8015.284999999999,-554.5,0,1,1
60,71004159,3.0,1104.0,721.0,1.0,265.38,201.0,1.0,265.37,40.0,-1.0,-419.32000000000005,-421.0,1,1,1
61,71004180,127.0,125759.98,912.0,52.0,57621.39,545.0,56.0,8556.0,171.0,-33.5,-83134.685,-557.5,1,1,1
62,71004203,27.0,78232.26,900.0,84.0,675304.7,538.0,15.0,9586.599999999999,179.0,-40.5,-367181.88,-540.0,1,1,1
63,71004204,5.0,2806.38,900.0,17.0,10225.42,537.0,2.0,0.0,166.0,-9.0,-6515.9,-552.5,1,1,1
64,71004209,42.0,55360.090000000004,912.0,24.0,29314.75,535.0,26.0,32382.9,167.0,-7.0,-9954.519999999997,-556.5,1,1,1
65,71004220,38.0,29210.98,909.0,21.0,42055.57,534.0,17.0,15373.5,172.0,-12.5,-20259.775,-549.5,1,1,1
66,71004222,25.0,53493.57,912.0,17.0,19694.54,546.0,4.0,586.44,168.0,-17.0,-36007.615,-561.0,1,1,1
67,71004233,5.0,2605.1400000000003,908.0,1.0,1326.87,203.0,1.0,296.0,80.0,-2.0,-1670.005,-475.5,1,1,1
68,71004261,127.0,152897.01,912.0,78.0,90187.75,543.0,46.0,-31.99999999999909,173.0,-56.5,-121574.38,-554.5,1,1,1
69,71004264,20.0,37401.3,909.0,20.0,27370.440000000002,508.0,18.0,280.0,165.0,-2.0,-32105.870000000003,-543.5,1,1,1
70,71004266,5.0,3413.68,828.0,4.0,2820.44,503.0,13.0,3081.9900000000002,171.0,8.5,-35.06999999999971,-494.5,0,1,1
71,71004272,71.0,60588.79,910.0,41.0,73577.57,546.0,37.0,13758.7,168.0,-19.0,-53324.48000000001,-560.0,1,1,1
72,71004289,24.0,21345.36,910.0,4.0,2464.37,545.0,1.0,0.0,143.0,-13.0,-11904.865,-584.5,1,1,1
73,71004299,158.0,471917.1,912.0,97.0,762284.35,546.0,76.0,66134.0,173.0,-51.5,-550966.725,-556.0,1,1,1
74,71004305,31.0,75880.34,912.0,46.0,115671.27,545.0,21.0,43757.08,173.0,-17.5,-52018.72499999999,-555.5,1,1,1
75,71004313,26.0,37039.12,909.0,21.0,42882.61,508.0,11.0,12145.900000000001,165.0,-12.5,-27814.965000000004,-543.5,1,1,1
76,71004339,23.0,30693.84,905.0,14.0,11690.31,520.0,2.0,307.15,165.0,-16.5,-20884.925,-547.5,1,1,1
77,71004341,57.0,70635.15,912.0,36.0,48916.420000000006,545.0,38.0,2744.0,167.0,-8.5,-57031.785,-561.5,1,1,1
78,71004356,36.0,32970.72,907.0,17.0,9520.28,532.0,29.0,26805.120000000003,166.0,2.5,5559.620000000003,-553.5,0,0,1
79,71004358,19.0,50733.88,894.0,14.0,18034.74,544.0,16.0,7291.48,165.0,-0.5,-27092.829999999998,-554.0,1,1,1
80,71004361,161.0,543770.45,912.0,79.0,417593.52999999997,544.0,45.0,7176.0,173.0,-75.0,-473505.99,-555.0,1,1,1
81,71004378,5.0,8356.65,888.0,4.0,5573.18,546.0,8.0,788.8000000000001,170.0,3.5,-6176.115,-547.0,0,1,1
82,71004390,12.0,11066.07,906.0,11.0,7335.46,544.0,7.0,426.07,112.0,-4.5,-8774.695,-613.0,1,1,1
83,71004402,6.0,9318.2,912.0,1.0,2653.74,202.0,2.0,-16.0,165.0,-1.5,-6001.97,-392.0,1,1,1
84,71004477,31.0,105619.21,908.0,20.0,16527.510000000002,543.0,14.0,3312.0,163.0,-11.5,-57761.36,-562.5,1,1,1
85,71004510,17.0,24264.33,910.0,16.0,28921.73,494.0,6.0,454.4,165.0,-10.5,-26138.629999999997,-537.0,1,1,1
86,71004541,3.0,4090.0,906.0,3.0,999.74,205.0,3.0,335.0,171.0,0.0,-2209.87,-384.5,0,1,1
87,71004547,11.0,6202.7,908.0,4.0,2932.6899999999996,494.0,7.0,23857.95,165.0,-0.5,19290.255,-536.0,1,0,1
88,71004554,25.0,22966.87,908.0,17.0,12291.35,545.0,16.0,1656.0,173.0,-5.0,-15973.11,-553.5,1,1,1
89,71004562,28.0,20615.5,901.0,23.0,21859.33,545.0,22.0,3815.5,161.0,-3.5,-17421.915,-562.0,1,1,1
90,71004564,11.0,2083.23,871.0,12.0,7034.02,511.0,4.0,1378.75,163.0,-7.5,-3179.875,-528.0,1,1,1
91,71004617,26.0,15596.220000000001,912.0,13.0,14748.66,542.0,15.0,0.0,131.0,-4.5,-15172.44,-596.0,1,1,1
92,71004672,6.0,2166.23,905.0,1.0,1019.32,410.0,1.0,265.37,41.0,-2.5,-1327.4050000000002,-616.5,1,1,1
93,71004695,31.0,43796.340000000004,908.0,30.0,53857.19,545.0,22.0,9632.4,163.0,-8.5,-39194.365,-563.5,1,1,1
94,71004717,1.0,850.73,871.0,4.0,4288.81,518.0,2.0,83.22999999999999,116.0,-0.5,-2486.5400000000004,-578.5,1,1,1
95,71004801,7.0,4115.0,879.0,86.0,171229.22,546.0,8.0,2500.1099999999997,166.0,-38.5,-85172.0,-546.5,1,1,1
96,71004805,18.0,32662.97,912.0,75.0,166915.49000000002,487.0,10.0,5093.74,166.0,-36.5,-94695.49,-533.5,1,1,1
97,71004831,9.0,5186.92,832.0,5.0,3150.4300000000003,546.0,17.0,7892.78,169.0,10.0,3724.1049999999996,-520.0,0,0,1
98,71004833,14.0,14775.15,911.0,15.0,13409.21,433.0,35.0,21106.43,172.0,20.5,7014.25,-500.0,0,0,1
99,71004834,7.0,15498.82,871.0,4.0,4374.09,259.0,15.0,1063.16,166.0,9.5,-8873.295,-399.0,0,1,1
100,71004848,7.0,1601.9,874.0,2.0,1489.37,546.0,18.0,4297.280000000001,166.0,13.5,2751.6450000000004,-544.0,0,0,1
101,71004853,29.0,33224.87,860.0,49.0,123047.31,471.0,41.0,44050.65,169.0,2.0,-34085.439999999995,-496.5,0,1,1
102,71004854,4.0,2931.32,887.0,4.0,4124.66,259.0,22.0,7940.7300000000005,170.0,18.0,4412.740000000001,-403.0,0,0,1
103,71004870,9.0,4659.73,908.0,9.0,11600.689999999999,506.0,21.0,3558.62,168.0,12.0,-4571.589999999999,-539.0,0,1,1
104,71004886,10.0,4100.0,910.0,8.0,5949.17,489.0,13.0,2361.4100000000003,173.0,4.0,-2663.1749999999997,-526.5,0,1,1
105,71004890,21.0,20376.34,890.0,8.0,15757.279999999999,469.0,34.0,6675.99,171.0,19.5,-11390.819999999998,-508.5,0,1,1
106,71004906,17.0,9139.49,908.0,4.0,4164.06,485.0,26.0,5404.8,167.0,15.5,-1246.9749999999995,-529.5,0,1,1
107,71004919,8.0,10689.0,894.0,3.0,5360.61,517.0,9.0,11733.53,166.0,3.5,3708.7250000000004,-539.5,0,0,1
108,71004922,8.0,8530.0,901.0,12.0,12540.68,370.0,10.0,7074.64,166.0,0.0,-3460.7,-469.5,0,1,1
109,71004943,7.0,5746.0,893.0,6.0,7229.34,434.0,13.0,19499.999999999996,178.0,6.5,13012.329999999996,-485.5,0,0,1
110,71004950,38.0,316520.81,908.0,19.0,54695.68,516.0,28.0,7931.45,178.0,-0.5,-177676.79499999998,-534.0,1,1,1
111,71004955,29.0,33415.0,895.0,27.0,27400.27,525.0,34.0,70278.81,178.0,6.0,39871.174999999996,-532.0,0,0,1
112,71004956,30.0,25614.16,911.0,14.0,14284.2,547.0,14.0,21389.019999999997,170.0,-8.0,1439.8399999999965,-559.0,1,0,1
113,71004959,16.0,19382.32,909.0,3.0,5393.04,260.0,9.0,6628.469999999999,166.0,-0.5,-5759.210000000001,-418.5,1,1,1
114,71004961,30.0,82841.32,907.0,7.0,21020.31,411.0,16.0,10936.09,166.0,-2.5,-40994.725000000006,-493.0,1,1,1
115,71004962,48.0,151174.32,905.0,9.0,13994.2,518.0,29.0,27928.18,167.0,0.5,-54656.08000000001,-544.5,0,1,1
116,71004964,19.0,68538.05,912.0,14.0,10564.12,419.0,24.0,6636.030000000001,168.0,7.5,-32915.055,-497.5,0,1,1
117,71005022,17.0,33720.73,897.0,4.0,2273.96,503.0,35.0,1163.2000000000003,168.0,24.5,-16834.145,-532.0,0,1,1
118,71005025,14.0,14525.32,907.0,9.0,13916.03,496.0,17.0,4384.0,172.0,5.5,-9836.675,-529.5,0,1,1
119,71005032,33.0,95402.47,911.0,25.0,31950.4,471.0,39.0,13452.42,169.0,10.0,-50224.015,-522.0,0,1,1
120,71005053,1.0,552.0,786.0,2.0,3205.74,433.0,3.0,589.95,104.0,1.5,-1288.9199999999998,-505.5,0,1,1
121,71005057,5.0,5921.55,855.0,8.0,13466.6,290.0,30.0,27095.82,170.0,23.5,17401.745,-402.5,0,0,1
122,71005060,6.0,4230.4,895.0,1.0,265.37,204.0,2.0,917.6,101.0,-1.5,-1330.2849999999999,-448.5,1,1,1
123,71005064,16.0,24369.0,905.0,13.0,23022.15,312.0,28.0,24181.949999999997,170.0,13.5,486.37499999999636,-438.5,0,0,1
124,71005124,29.0,110220.0,911.0,25.0,44956.22,530.0,34.0,20405.030000000002,169.0,7.0,-57183.08,-551.5,0,1,1
125,71005126,22.0,72179.32,907.0,6.0,8248.64,546.0,29.0,8504.94,173.0,15.0,-31709.04,-553.5,0,1,1
126,71005127,50.0,110352.88,912.0,10.0,13407.96,534.0,30.0,8173.740000000002,169.0,0.0,-53706.67999999999,-554.0,0,1,1
127,71005128,81.0,183316.14,909.0,48.0,136899.32,520.0,37.0,54160.23,178.0,-27.5,-105947.5,-536.5,1,1,1
128,71005132,1.0,1019.32,551.0,2.0,1284.69,487.0,14.0,2649.6,167.0,12.5,1497.5949999999998,-352.0,0,0,1
129,71005138,12.0,23062.52,862.0,23.0,35021.03,487.0,30.0,19193.34,173.0,12.5,-9848.435000000001,-501.5,0,1,1
130,71005158,4.0,2231.37,781.0,1.0,1326.87,203.0,15.0,1979.2000000000003,166.0,12.5,200.08000000000038,-326.0,0,0,1
131,71005172,2.0,1571.3200000000002,751.0,2.0,168.78,528.0,1.0,280.69,100.0,-1.0,-589.3600000000001,-539.5,1,1,1
132,71005235,21.0,27455.47,909.0,10.0,3309.3500000000004,547.0,3.0,552.0,144.0,-12.5,-14830.41,-584.0,1,1,1
133,71005280,9.0,8718.3,896.0,5.0,5827.74,517.0,25.0,1302.07,166.0,18.0,-5970.95,-540.5,0,1,1
134,71005321,15.0,9502.93,907.0,14.0,7837.63,537.0,26.0,3455.8900000000003,167.0,11.5,-5214.39,-555.0,0,1,1
135,71005344,11.0,19405.7,909.0,8.0,13325.99,518.0,27.0,5212.96,166.0,17.5,-11152.885000000002,-547.5,0,1,1
136,71005346,13.0,12288.1,888.0,8.0,9544.43,528.0,19.0,5627.8099999999995,166.0,8.5,-5288.455,-542.0,0,1,1
137,71005367,37.0,41237.35,906.0,23.0,15603.01,534.0,36.0,5789.349999999999,179.0,6.0,-22630.83,-541.0,0,1,1
138,71005369,20.0,58639.02,905.0,11.0,37336.78,495.0,24.0,8120.73,179.0,8.5,-39867.17,-521.0,0,1,1
139,71005370,18.0,27882.62,902.0,6.0,9578.369999999999,501.0,25.0,4690.07,172.0,13.0,-14040.425,-529.5,0,1,1
140,71005371,14.0,15297.2,905.0,3.0,4140.0,469.0,9.0,796.12,157.0,0.5,-8922.48,-530.0,0,1,1
141,71005375,18.0,10386.9,903.0,6.0,1447.5,529.0,21.0,3913.0099999999998,168.0,9.0,-2004.19,-548.0,0,1,1
142,71005412,29.0,41255.35,910.0,16.0,18901.440000000002,534.0,32.0,9349.06,168.0,9.5,-20729.335,-554.0,0,1,1
143,71005475,4.0,220800.0,702.0,7.0,12091.89,531.0,7.0,21195.519999999997,129.0,1.5,-95250.42500000002,-487.5,0,1,1
144,71005669,70.0,227681.09,912.0,54.0,112557.72,546.0,23.0,18275.34,166.0,-39.0,-151844.065,-563.0,1,1,1
145,71005814,22.0,32347.15,911.0,6.0,6980.540000000001,520.0,18.0,5811.48,166.0,4.0,-13852.365000000002,-549.5,0,1,1
146,71005817,2.0,2208.0,692.0,12.0,21092.81,374.0,12.0,9028.24,171.0,5.0,-2622.165000000001,-362.0,0,1,1
147,71005824,29.0,36947.82,912.0,16.0,17342.620000000003,506.0,35.0,5910.679999999999,169.0,12.5,-21234.54,-540.0,0,1,1
148,71005836,7.0,11793.0,855.0,9.0,6964.32,488.0,36.0,10039.320000000002,179.0,28.0,660.6600000000017,-492.5,0,0,1
149,71005946,172.0,707782.34,912.0,75.0,363580.39,546.0,31.0,2681.8,167.0,-92.5,-532999.565,-562.0,1,1,1
150,71005985,5.0,14302.17,893.0,3.0,4798.64,430.0,1.0,-16.0,165.0,-3.0,-9566.405,-496.5,1,1,1
151,71005994,63.0,107950.84,908.0,36.0,48380.9,538.0,17.0,3478.79,179.0,-32.5,-74687.08,-544.0,1,1,1
152,71006088,5.0,2872.64,828.0,1.0,1326.86,200.0,12.0,6979.48,167.0,9.0,4879.73,-347.0,0,0,1
153,71006317,44.0,271741.64999999997,901.0,63.0,459979.77999999997,545.0,46.0,112893.3,181.0,-7.5,-252967.41499999998,-542.0,1,1,1
154,71006337,10.0,8596.78,899.0,10.0,11133.3,527.0,9.0,0.0,150.0,-1.0,-9865.04,-563.0,1,1,1
155,71006340,27.0,20317.77,912.0,16.0,32274.93,542.0,9.0,14267.1,171.0,-12.5,-12029.249999999998,-556.0,1,1,1
156,71006341,1.0,5420.0,806.0,7.0,8352.189999999999,528.0,15.0,5.600000000000001,167.0,11.0,-6880.494999999999,-500.0,0,1,1
157,71006345,35.0,22328.25,909.0,23.0,24169.66,532.0,30.0,1706.0000000000005,156.0,1.0,-21542.955,-564.5,0,1,1
158,71006361,23.0,112125.7,909.0,20.0,59626.49,516.0,3.0,1104.0,130.0,-18.5,-84772.095,-582.5,1,1,1
159,71006540,20.0,22166.16,912.0,5.0,4782.89,506.0,2.0,552.0,143.0,-10.5,-12922.525,-566.0,1,1,1
160,71006568,6.0,3264.51,905.0,6.0,3557.35,523.0,6.0,1369.38,161.0,0.0,-2041.5500000000002,-553.0,0,1,1
161,71006614,1.0,2760.0,753.0,5.0,5112.280000000001,538.0,1.0,29.6,63.0,-2.0,-3906.5400000000004,-582.5,1,1,1
162,71006615,18.0,9359.64,910.0,14.0,5530.4800000000005,510.0,4.0,-2.1799999999999997,157.0,-12.0,-7447.24,-553.0,1,1,1
163,71006719,18.0,78268.64,908.0,17.0,31966.47,528.0,21.0,1048.0000000000002,167.0,3.5,-54069.555,-551.0,0,1,1
164,71006742,28.0,9879.7,898.0,17.0,5210.69,532.0,11.0,3515.74,165.0,-11.5,-4029.455,-550.0,1,1,1
165,71006751,27.0,8085.85,908.0,23.0,9353.22,520.0,17.0,2494.54,157.0,-8.0,-6224.995,-557.0,1,1,1
166,71006752,24.0,7326.2,886.0,21.0,6382.62,533.0,9.0,1543.22,166.0,-13.5,-5311.19,-543.5,1,1,1
167,71006906,29.0,75463.66,910.0,45.0,75247.69,529.0,24.0,21245.32,167.0,-13.0,-54110.355,-552.5,1,1,1
168,71006927,13.0,29763.12,885.0,22.0,41547.83,529.0,6.0,2581.74,167.0,-11.5,-33073.735,-540.0,1,1,1
169,71006941,28.0,65242.93,912.0,26.0,36729.46,542.0,6.0,3226.87,167.0,-21.0,-47759.325,-560.0,1,1,1
170,71006952,57.0,112207.94,905.0,46.0,66707.66,546.0,11.0,276.0,164.0,-40.5,-89181.8,-561.5,1,1,1
171,71006955,15.0,22586.79,908.0,17.0,24276.54,546.0,15.0,3938.64,173.0,-1.0,-19493.025,-554.0,1,1,1
172,71007017,5.0,1976.0,822.0,5.0,4609.38,502.0,1.0,1480.0,87.0,-4.0,-1812.69,-575.0,1,1,1
173,71007029,3.0,6825.0,867.0,13.0,10787.62,481.0,2.0,0.0,136.0,-6.0,-8806.310000000001,-538.0,1,1,1
174,71007030,13.0,15865.69,907.0,5.0,5853.51,501.0,16.0,29.6,153.0,7.0,-10830.0,-551.0,0,1,1
175,71007084,5.0,3799.0,908.0,10.0,17833.6,476.0,8.0,1354.45,179.0,0.5,-9461.849999999999,-513.0,0,1,1
176,71007132,11.0,8178.75,891.0,4.0,865.6700000000001,458.0,15.0,132.6900000000001,165.0,7.5,-4389.5199999999995,-509.5,0,1,1
177,71007201,21.0,7123.32,905.0,19.0,5390.55,500.0,13.0,1959.4399999999998,178.0,-7.0,-4297.495,-524.5,1,1,1
178,71007208,14.0,10147.6,906.0,11.0,9647.6,515.0,21.0,6469.23,166.0,8.5,-3428.370000000001,-544.5,0,1,1
179,71007220,18.0,18365.55,902.0,8.0,8618.1,525.0,16.0,793.72,166.0,3.0,-12698.105000000001,-547.5,0,1,1
180,71007222,21.0,10507.4,902.0,6.0,3810.87,516.0,11.0,1372.81,156.0,-2.5,-5786.325000000001,-553.0,1,1,1
181,71007258,8.0,28367.6,910.0,22.0,6384.38,542.0,5.0,1174.48,116.0,-10.0,-16201.509999999998,-610.0,1,1,1
182,71007302,17.0,19084.2,903.0,9.0,13729.83,532.0,24.0,4983.86,173.0,11.0,-11423.154999999999,-544.5,0,1,1
183,71007340,36.0,42641.07,903.0,22.0,37572.03,544.0,38.0,6425.610000000001,168.0,9.0,-33680.94,-555.5,0,1,1
184,71007390,16.0,33696.0,896.0,17.0,25725.46,532.0,25.0,6948.71,179.0,8.5,-22762.02,-535.0,0,1,1
185,71007395,11.0,6524.4,866.0,6.0,3340.63,533.0,26.0,4355.44,170.0,17.5,-577.0749999999998,-529.5,0,1,1
186,71007412,88.0,102206.66,912.0,32.0,42270.76,538.0,24.0,3412.69,168.0,-36.0,-68826.02,-557.0,1,1,1
187,71007466,2.0,845.37,816.0,2.0,1431.31,202.0,4.0,1808.6399999999999,100.0,2.0,670.3,-409.0,0,0,1
188,71007485,22.0,72821.42,908.0,7.0,6131.6,487.0,5.0,131.89000000000016,112.0,-9.5,-39344.62,-585.5,1,1,1
189,71007539,11.0,4432.0,911.0,11.0,11656.36,446.0,6.0,1084.8,165.0,-5.0,-6959.38,-513.5,1,1,1
190,71007550,17.0,27971.2,905.0,23.0,33417.43,533.0,30.0,6004.3,178.0,10.0,-24690.015000000003,-541.0,0,1,1
191,71007560,22.0,18533.920000000002,906.0,14.0,13194.869999999999,546.0,8.0,2.2737367544323206e-13,167.0,-10.0,-15864.395,-559.0,1,1,1
192,71007561,15.0,16522.35,901.0,14.0,12413.6,529.0,12.0,585.95,156.0,-2.5,-13882.024999999998,-559.0,1,1,1
193,71007562,22.0,18969.37,912.0,8.0,12221.82,517.0,21.0,1574.6399999999999,166.0,6.0,-14020.955,-548.5,0,1,1
194,71007740,1.0,1380.0,690.0,3.0,1857.62,222.0,4.0,1284.3,139.0,2.0,-334.51,-317.0,0,1,1
195,71007755,10.0,27350.0,897.0,9.0,46795.04,506.0,3.0,-105.6,165.0,-6.5,-37178.12,-536.5,1,1,1
196,71007759,7.0,4601.6,901.0,1.0,1072.8,334.0,1.0,0.0,143.0,-3.0,-2837.2000000000003,-474.5,1,1,1
197,71007800,15.0,21742.82,908.0,5.0,3042.45,503.0,20.0,5439.139999999999,180.0,10.0,-6953.495000000001,-525.5,0,1,1
198,71007828,21.0,23694.65,912.0,12.0,13120.48,546.0,26.0,1402.37,166.0,9.5,-17005.195000000003,-563.0,0,1,1
199,71007829,7.0,7000.52,910.0,9.0,9796.98,517.0,21.0,5726.74,158.0,13.0,-2672.01,-555.5,0,1,1
200,71007843,21.0,13235.92,910.0,13.0,20425.06,529.0,3.0,561.37,165.0,-14.0,-16269.12,-554.5,1,1,1
